company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,plan_name,financial_year,plan_status,metric_name,weight_percentage,threshold_value,threshold_payout_percentage,target_value,target_payout_percentage,stretch_value,stretch_payout_percentage,maximum_value,maximum_payout_percentage,actual_performance,actual_payout_percentage,total_bonus_payout,assessment_summary,additional_conditions,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2026,prospective,Customer Satisfaction — Group Overall Blended Index (OBI),10.0,Not disclosed — commercially sensitive,25.0,Not disclosed — commercially sensitive,50.0,,,Not disclosed — commercially sensitive,100.0,,,,,"Targets not disclosed in advance as commercially sensitive. Actual targets, performance and resulting awards will be disclosed in the FY2026 Annual Report.",hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=107"",""p.107 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2026,prospective,People — Team Member Engagement,10.0,Not disclosed — commercially sensitive,25.0,Not disclosed — commercially sensitive,50.0,,,Not disclosed — commercially sensitive,100.0,,,,,"Weight of 10% implied as part of equally weighted non-financial measures. Targets not disclosed in advance as commercially sensitive. Actual targets, performance and resulting awards will be disclosed in the FY2026 Annual Report.",hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=107"",""p.107 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2026,prospective,Safety Scorecard,10.0,Not disclosed — commercially sensitive,25.0,Not disclosed — commercially sensitive,50.0,,,Not disclosed — commercially sensitive,100.0,,,,,"Weight of 10% implied as part of equally weighted non-financial measures. Targets not disclosed in advance as commercially sensitive. Actual targets, performance and resulting awards will be disclosed in the FY2026 Annual Report. Maximum bonus opportunity for CEO remains at 150% of salary. Threshold performance pays 25% of maximum; maximum performance pays 100% of maximum. Malus and clawback provisions apply. Where CEO has not met shareholding guideline, 50% paid in cash and 50% deferred into shares vesting after two years.",hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=107"",""p.107 of AR"")",2.0,
Howden Joinery Group Plc,HWDN LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,3907.0,Annual Bonus,FY2025,completed,Profit Before Tax (PBT),85.0,£279m,17.0,£310m,85.0,,,£325.5m,170.0,£344.9m (above maximum),170.0,200.0,"Actual performance of £344.9m exceeded the maximum/outperformance target of £325.5m, resulting in full payout of 170% of salary (100% of PBT component maximum).",Straight-line vesting between threshold and outperformance levels. Pre-exceptional profit before tax from continuing operations. 85% of maximum bonus opportunity equates to 170% of salary.,howden_joinery_group_ar_2025,https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf#page=60"",""p.60 of AR"")",2.0,
Howden Joinery Group Plc,HWDN LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,3907.0,Annual Bonus,FY2025,completed,Cash Flow,15.0,£404m,3.0,£421m,15.0,,,£430m,30.0,£511.3m (above maximum),30.0,200.0,"Actual performance of £511.3m significantly exceeded the maximum/outperformance target of £430m, resulting in full payout of 30% of salary (100% of cash flow component maximum).","Straight-line vesting between threshold and outperformance levels. Net cash flow from operating activities, adjusted for working capital efficiency and exceptional items. 15% of maximum bonus opportunity equates to 30% of salary.",howden_joinery_group_ar_2025,https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf#page=59"",""p.59 of AR"")",2.0,
Howden Joinery Group Plc,HWDN LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,3907.0,Annual Bonus (2026),FY2026,prospective,Profit Before Tax (PBT),85.0,Not disclosed (commercially sensitive),17.0,Not disclosed (commercially sensitive),85.0,,,Not disclosed (commercially sensitive),170.0,,,,Specific financial targets not disclosed as they are considered commercially sensitive. Full targets to be reported in the 2026 Annual Report and Accounts.,Targets considered commercially sensitive; will be disclosed retrospectively in the 2026 Remuneration Committee report. Pre-exceptional profit before tax from continuing operations. 85% of maximum bonus opportunity equates to 170% of salary. Replicates the tried and tested methodology used in 2025. Malus and clawback provisions apply as per policy.,howden_joinery_group_ar_2025,https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf#page=60"",""p.60 of AR"")",2.0,
Howden Joinery Group Plc,HWDN LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,3907.0,Annual Bonus (2026),FY2026,prospective,Cash Flow,15.0,Not disclosed (commercially sensitive),3.0,Not disclosed (commercially sensitive),15.0,,,Not disclosed (commercially sensitive),30.0,,,,Specific financial targets not disclosed as they are considered commercially sensitive. Full targets to be reported in the 2026 Annual Report and Accounts.,"Targets considered commercially sensitive; will be disclosed retrospectively in the 2026 Remuneration Committee report. Net cash flow from operating activities, taking into account the efficiency with which working capital is used, and adjusted for exceptional items. 15% of maximum bonus opportunity equates to 30% of salary. Replicates the tried and tested methodology used in 2025. Malus and clawback provisions apply as per policy. Maximum annual bonus opportunity remains 200% of salary for the CEO. Threshold payout remains 20% of salary in aggregate. At least 30% of any bonus earned will be deferred into Company shares for two years.",howden_joinery_group_ar_2025,https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/2025-annual-report.pdf#page=54"",""p.54 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Group Return on Tangible Equity (RoTE),25.0,13.0%,25.0,,,,,16.0%,100.0,17.2% (above maximum),25.0,80.13,Assessed at 100.00% of metric weighting. Payout contribution: 25.00% of scorecard.,Excludes impact of strategic transactions and one-offs / notable items. Part of Financial Measures block (Total Weight: 60%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Target Basis Operating Expenses,15.0,3.5% cost growth rate (lower is better),25.0,,,,,1.5% cost growth rate,100.0,3.0% (between threshold and maximum),6.56,80.13,Assessed at 43.75% of metric weighting. Payout contribution: 6.56% of scorecard.,Excludes notable items. Cost growth rate metric — lower is better. Part of Financial Measures block (Total Weight: 60%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Profit Before Tax (PBT),10.0,$28.3bn,25.0,,,,,$34.6bn,100.0,$36.6bn (above maximum),10.0,80.13,Assessed at 100.00% of metric weighting. Payout contribution: 10.00% of scorecard.,Excludes notable items. Part of Financial Measures block (Total Weight: 60%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=219"",""p.219 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Fee Income Growth Relative to Balance Sheet Growth,10.0,2.0%,25.0,,,,,6.0%,100.0,8.1% (above maximum),10.0,80.13,Assessed at 100.00% of metric weighting. Payout contribution: 10.00% of scorecard.,Excludes notable items. Part of Financial Measures block (Total Weight: 60%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Customer Satisfaction — Maintain and Improve NPS Scores/Rank,15.0,,,,,,,,,"Performance assessed against NPS data from external providers (InMoment sNPS for RBW and IWPB; Coalition Greenwich for LC, Mid-market and CIB; Savanta MarketVue for CMB). Maintained market leadership in RBW and CMB in Hong Kong (record NPS in RBW); ranked second for UK mid-market enterprises; improved SME Business Banking ranking to fifth; improved RBW NPS by 5 points vs 2024; rose to first place in IWPB in mainland China and Singapore; NPS declined slightly in India; CIB ranked first in Hong Kong with scores rising in UK, mainland China, Singapore and UAE.",11.4,80.13,Assessed at 76.00% of metric weighting. Payout contribution: 11.40% of scorecard.,Performance thresholds not explicitly disclosed (qualitative/NPS-based assessment). Part of Strategic Measures block (Total Weight: 30%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Deliver Benefits of Announced Organisational Changes — Benefits Realised and Reorganisation Programme Health,8.0,,,,,,,,,"Achieved $1.2bn annualised savings against a 2025 baseline of $1.0bn (exceeding target). On track to deliver $1.5bn annualised cost reduction by end of June 2026, six months ahead of plan. Majority of programme milestones tracked green throughout 2025 with identified gaps quickly remediated.",7.0,80.13,Assessed at 87.50% of metric weighting. Payout contribution: 7.00% of scorecard.,Performance thresholds not explicitly disclosed (qualitative assessment). Part of Strategic Measures block (Total Weight: 30%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,People and Culture — Inclusion and Retention of High Performers,7.0,,,,,,,,,"Senior leadership representation for women increased 0.1pp to 34.7% (above minimum threshold, partly met target); Asian heritage colleagues increased 1.6pp to 40.9% (above minimum, partly met); Black heritage colleagues flat at 3.0% (above minimum, partly met). High performer attrition increased 0.4pp to 4.1% (within performance range, assessed as partly met). Inclusion index improved 0.1pp to 78.3% (above minimum target, assessed as partly met).",3.5,80.13,Assessed at 50.00% of metric weighting. Payout contribution: 3.50% of scorecard.,Performance thresholds not explicitly disclosed (qualitative/KPI-based assessment). Part of Strategic Measures block (Total Weight: 30%).,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2025,completed,Personal Objectives (Georges Elhedery — CEO-specific),10.0,,,,,,,,,Specific personal objectives not publicly detailed; assessed by the Committee against agreed targets and KPIs set at start of year. Outcome reflects strong individual performance consistent with overall scorecard result.,6.67,80.13,"Assessment percentage not separately disclosed as a standalone figure. Payout contribution: 6.67% of scorecard (implying ~66.7% assessment of the 10% weighting). Maximum opportunity: £4,500,000 (300% of £1,500,000 base salary). Awarded 50% in cash and 50% in shares; shares vest immediately at grant subject to a one-year retention period and clawback provisions. Formulaic scorecard outcome: 80.13% of maximum opportunity. Risk adjustment: Nil. Final scorecard outcome: 80.13%. Annual Incentive Awarded: £3,605,000.",Performance thresholds not explicitly disclosed; assessed by Committee against agreed targets and KPIs set at start of year. Assessment percentage not separately disclosed; payout contribution of 6.67% of scorecard implies approximately 66.7% assessment of the 10% weighting. Part of Personal Measures block (Total Weight: 10%). Risk and compliance modifier applied: Nil (no adjustment made; Committee judged application was not required for FY2025). Committee retains discretion to adjust formulaic outcomes downward based on risk and compliance performance.,hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=223"",""p.223 of AR"")",2.0,
HSBC Holdings Plc,HSBA LN Equity,Financials,Banks,Banks,Diversified Banks,227042.2,Annual Incentive (Scorecard-based),FY2026,prospective,Group RoTE (excluding notable items),15.0,Not disclosed (commercially sensitive),0.0,Not disclosed (commercially sensitive); narrative states RoTE of 17% or better is a key focus for shareholders,0.0,,,Not disclosed (commercially sensitive),0.0,,,,Prospective plan — no actual performance or payout data available.,"Weight reduced from 25% in FY2025 to 15% in FY2026; equal weighting now applied across all four financial measures. Targets set to reflect Group's 2026 plan, external commitments, scenario testing and macroeconomic uncertainty including interest rate environment and analyst consensus. Excludes notable items. Part of Financial Measures block (Total Weight: 60%). Performance targets are commercially sensitive and will be disclosed in the 2026 Directors' Remuneration Report.",hsbc_holdings_ar_2025,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf#page=226"",""p.226 of AR"")",2.0,
